image,agriculture,clear,cloudy,primary,road,shifting,water,partly_cloudy,haze,habitation,slash_burn,cultivation,blooming,bare_ground,selective_logging,conventional_mine,artisinal_mine,blow_down
train_7429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7430,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7431,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7432,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7433,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7434,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7435,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7436,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7438,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7439,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7441,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7442,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7443,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7445,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7447,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7448,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7449,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7450,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7452,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7453,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7454,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7455,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7456,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7457,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7458,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7459,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
train_7460,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7461,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7462,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7463,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7464,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7465,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7466,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7467,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7469,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7470,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7471,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7472,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7473,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7474,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7476,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7477,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7478,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7479,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7480,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7481,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7482,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7483,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7484,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7485,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7486,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7487,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7488,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7489,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7490,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7491,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7492,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7493,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7494,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7495,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7496,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
train_7497,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7498,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7499,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7501,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7502,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
train_7503,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7504,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7506,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7507,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7508,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_7509,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7510,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7511,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7512,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7513,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7514,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7516,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7517,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
train_7518,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7519,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7520,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7521,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7522,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7523,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7524,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7527,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7528,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7529,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7530,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
train_7531,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7532,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7533,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7534,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7535,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7536,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7539,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7540,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
train_7541,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7542,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7543,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7544,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
train_7545,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7546,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7547,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7548,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7549,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7550,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7551,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7552,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
train_7553,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7554,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7555,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7557,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7558,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7559,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7560,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_7561,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
train_7562,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7563,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7565,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
train_7566,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7567,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7568,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7569,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7570,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7571,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7572,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7573,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7574,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7575,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7576,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7577,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7578,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7580,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7581,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7582,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
train_7583,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7584,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7585,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
train_7586,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7587,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7588,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7589,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7590,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
train_7591,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7592,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7593,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_7594,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7595,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7596,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7598,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7599,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7600,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7601,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7602,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7603,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
train_7604,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
train_7605,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7606,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7607,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7608,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7609,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7610,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7611,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7612,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7613,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7615,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7616,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7617,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7618,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7620,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7622,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
train_7623,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
train_7624,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7625,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7626,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7627,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7628,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7629,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7630,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7631,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7632,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7633,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7634,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7635,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7636,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7638,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7639,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7640,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7641,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7642,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7643,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7644,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7645,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7646,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7647,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7648,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7649,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7650,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7651,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7652,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7653,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_7654,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7655,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7657,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7658,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7659,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7661,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7662,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7663,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7664,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7666,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7667,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
train_7668,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7669,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7670,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7671,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7672,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7673,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7674,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7677,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7679,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7680,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7681,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7682,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7683,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7684,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7685,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7686,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7687,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7689,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7690,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7691,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7693,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
train_7694,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7695,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7696,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7697,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7698,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7699,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7700,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7702,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7703,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7704,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
train_7705,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7706,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7707,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7709,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7710,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7711,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7712,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7715,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
train_7716,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7717,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7718,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7719,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7720,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7721,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7722,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7723,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7724,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
train_7725,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7726,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_7727,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7728,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7729,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7730,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
train_7731,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
train_7732,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7733,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7734,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7735,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7736,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7737,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7738,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_7739,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7740,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7741,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7742,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7744,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
train_7745,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7746,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7747,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7748,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7749,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7750,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_7751,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7753,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7754,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7755,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7756,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7757,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7758,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7760,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
train_7761,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
train_7762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7763,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_7764,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_7765,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
train_7766,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_7767,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
